SNOMEDCT_ID	SNOMEDCT_NAME	ICD10CM_ID	ICD10CM_NAME	MESH_ID
37031009	Motion sickness	Y92.815	Train as the place of occurrence of the external cause	D009041
37031009	Motion sickness	Y92.813	Airplane as the place of occurrence of the external cause	D009041
37031009	Motion sickness	Y92.89	Other specified places as the place of occurrence of the external cause	D009041
370402009	Radiation sickness	T66.XXX?	Radiation sickness, unspecified, episode of care unspecified	D011832
370469003	Serositis	K65.8	Other peritonitis	D012700
370484007	Exposure of tooth pulp	K04.99	Other diseases of pulp and periapical tissues	D003789
370514003	Enterotoxemia	A05.8	Other specified bacterial foodborne intoxications	D004767
370514003	Enterotoxemia	A05.8	Other specified bacterial foodborne intoxications	D004767
370514003	Enterotoxemia	A04.1	Enterotoxigenic Escherichia coli infection	D004767
370514003	Enterotoxemia	A41.51	Sepsis due to Escherichia coli [E. coli]	D004767
370514003	Enterotoxemia	A05.9	Bacterial foodborne intoxication, unspecified	D004767
370534002	Yang deficiency	Z78.9	Other specified health status	D016711
370538004	Yin deficiency	Z78.9	Other specified health status	D016710
370967009	Retinoblastoma	C69.20	Malignant neoplasm of unspecified retina	D012175
370977006	Frostbite	T33.90X?	Superficial frostbite of unspecified sites, episode of care unspecified	D005627
370992007	Dyslipidemia	E10.69	Type 1 diabetes mellitus with other specified complication	D050171
370992007	Dyslipidemia	E78.89	Other lipoprotein metabolism disorders	D050171
370992007	Dyslipidemia	E11.69	Type 2 diabetes mellitus with other specified complication	D050171
370992007	Dyslipidemia	E78.89	Other lipoprotein metabolism disorders	D050171
371029002	Ischemic disorder of spinal cord	G95.11	Acute infarction of spinal cord (embolic) (nonembolic)	D020760
371032004	Stasis ulcer	I83.009	Varicose veins of unspecified lower extremity with ulcer of unspecified site	D014647
371039008	Thromboembolic disorder	I74.9	Embolism and thrombosis of unspecified artery	D013923
371082009	Arthritis of spine	M46.90	Unspecified inflammatory spondylopathy, site unspecified	D025241
371087003	Diabetic foot ulcer	E13.621	Other specified diabetes mellitus with foot ulcer	D017719
371087003	Diabetic foot ulcer	L97.509	Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity	D017719
371089000	Serotonin syndrome	G25.79	Other drug induced movement disorders	D020230
371120001	Tetraplegic spinal paralysis	G82.52	Quadriplegia, C1-C4 incomplete	D011782
371120001	Tetraplegic spinal paralysis	G82.51	Quadriplegia, C1-C4 complete	D011782
371120001	Tetraplegic spinal paralysis	G82.54	Quadriplegia, C5-C7 incomplete	D011782
371120001	Tetraplegic spinal paralysis	G82.53	Quadriplegia, C5-C7 complete	D011782
371120001	Tetraplegic spinal paralysis	G82.52	Quadriplegia, C1-C4 incomplete	D011782
371120001	Tetraplegic spinal paralysis	G82.51	Quadriplegia, C1-C4 complete	D011782
371120001	Tetraplegic spinal paralysis	G82.54	Quadriplegia, C5-C7 incomplete	D011782
371120001	Tetraplegic spinal paralysis	G82.53	Quadriplegia, C5-C7 complete	D011782
371128008	Occupational injury	T54.91X?	Toxic effect of unspecified corrosive substance, accidental (unintentional), episode of care unspecified	D060051
371128008	Occupational injury	S04.60X?	Injury of acoustic nerve, unspecified side, episode of care unspecified	D060051
371128008	Occupational injury	T66.XXX?	Radiation sickness, unspecified, episode of care unspecified	D060051
371128008	Occupational injury	T14.90X?	Injury, unspecified, episode of care unspecified	D060051
371128008	Occupational injury	Z57.8	Occupational exposure to other risk factors	D060051
371128008	Occupational injury	Z57.1	Occupational exposure to radiation	D060051
371128008	Occupational injury	Z57.9	Occupational exposure to unspecified risk factor	D060051
371160000	Disorder of carotid artery	I77.9	Disorder of arteries and arterioles, unspecified	D002340
371163003	Inflammatory disorder of penis	N48.29	Other inflammatory disorders of penis	D001446
371237000	Syphilitic skin disorder	A51.2	Primary syphilis of other sites	D013591
371237000	Syphilitic skin disorder	A51.32	Syphilitic alopecia	D013591
371237000	Syphilitic skin disorder	A50.06	Early cutaneous congenital syphilis	D013591
371237000	Syphilitic skin disorder	A50.06	Early cutaneous congenital syphilis	D013591
371237000	Syphilitic skin disorder	A51.39	Other secondary syphilis of skin	D013591
371405004	Disorder of eye	H57.9	Unspecified disorder of eye and adnexa	D005128
371409005	Disorder of eye region	H57.9	Unspecified disorder of eye and adnexa	D005128
371486001	Neoplasm of eye proper	D49.89	Neoplasm of unspecified behavior of other specified sites	D005134
371521007	Disorder of bone development	M89.20	Other disorders of bone development and growth, unspecified site	D001848
3716002	Goiter	P72.0	Neonatal goiter, not elsewhere classified	D006042
371632003	Coma	P91.5	Neonatal coma	D003128
371708003	Injury due to electrical exposure	T14.90X?	Injury, unspecified, episode of care unspecified	D004556
371708003	Injury due to electrical exposure	W86.8XX?	Exposure to other electric current, episode of care unspecified	D004556
371769008	Endotoxic shock	T81.12X?	Postprocedural septic shock, episode of care unspecified	D012772
371769008	Endotoxic shock	R65.21	Severe sepsis with septic shock	D012772
371770009	Endotoxemia	R65.21	Severe sepsis with septic shock	D019446
371770009	Endotoxemia	T81.12X?	Postprocedural septic shock, episode of care unspecified	D019446
371770009	Endotoxemia	A48.8	Other specified bacterial diseases	D019446
37193007	Factor VII deficiency	D68.4	Acquired coagulation factor deficiency	D005168
371964008	Malignant neoplasm of adrenal cortex	C79.70	Secondary malignant neoplasm of unspecified adrenal gland	D000306
371964008	Malignant neoplasm of adrenal cortex	C74.00	Malignant neoplasm of cortex of unspecified adrenal gland	D000306
37203006	Disease due to Calicivirus	A08.31	Calicivirus enteritis	D017250
37203006	Disease due to Calicivirus	A08.11	Acute gastroenteropathy due to Norwalk agent	D017250
37203006	Disease due to Calicivirus	A08.11	Acute gastroenteropathy due to Norwalk agent	D017250
37203006	Disease due to Calicivirus	B33.8	Other specified viral diseases	D017250
372070002	Gangrenous disorder	I96	Gangrene, not elsewhere classified	D005734
372095001	Malignant neoplasm of male breast	C50.929	Malignant neoplasm of unspecified site of unspecified male breast	D018567
372096000	Carcinoma of male breast	C50.929	Malignant neoplasm of unspecified site of unspecified male breast	D018567
372109003	Disorder of joint of spine	M53.9	Dorsopathy, unspecified	D025242
372130007	Malignant neoplasm of skin	C44.90	Unspecified malignant neoplasm of skin, unspecified	D012878
37214009	Alternating exotropia	H50.18	Alternating exotropia with other noncomitancies	D005099
37214009	Alternating exotropia	H50.18	Alternating exotropia with other noncomitancies	D005099
37214009	Alternating exotropia	H50.18	Alternating exotropia with other noncomitancies	D005099
37214009	Alternating exotropia	H50.34	Intermittent alternating exotropia	D005099
37214009	Alternating exotropia	H50.16	Alternating exotropia with A pattern	D005099
37214009	Alternating exotropia	H50.17	Alternating exotropia with V pattern	D005099
37214009	Alternating exotropia	H50.18	Alternating exotropia with other noncomitancies	D005099
372146004	Acute chest syndrome	D57.211	Sickle-cell/Hb-C disease with acute chest syndrome	D056586
372146004	Acute chest syndrome	D57.01	Hb-SS disease with acute chest syndrome	D056586
372244006	Malignant melanoma	C43.9	Malignant melanoma of skin, unspecified	D008545
3723001	Arthritis	M08.90	Juvenile arthritis, unspecified, unspecified site	D001168
373168002	Reticulosarcoma	C83.30	Diffuse large B-cell lymphoma, unspecified site	D008228
373176000	pTis: Ductal carcinoma in situ (breast)	D05.10	Intraductal carcinoma in situ of unspecified breast	D002285
37320007	Acquired absence of teeth	K08.109	Complete loss of teeth, unspecified cause, unspecified class	D016388
373436002	Infection due to Mycobacterium intracellulare	A31.8	Other mycobacterial infections	D015270
373437006	Infection due to Mycobacterium bovis	D89.89	Other specified disorders involving the immune mechanism, not elsewhere classified	D014380
373437006	Infection due to Mycobacterium bovis	L98.499	Non-pressure chronic ulcer of skin of other sites with unspecified severity	D014380
373437006	Infection due to Mycobacterium bovis	A31.8	Other mycobacterial infections	D014380
373437006	Infection due to Mycobacterium bovis	T50.A95?	Adverse effect of other bacterial vaccines, episode of care unspecified	D014380
373437006	Infection due to Mycobacterium bovis	T50.A95?	Adverse effect of other bacterial vaccines, episode of care unspecified	D014380
37344009	Cannabis abuse	F12.188	Cannabis abuse with other cannabis-induced disorder	D002189
37344009	Cannabis abuse	F12.10	Cannabis abuse, uncomplicated	D002189
37356005	Myoclonic seizure	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D012640
373576009	Infection due to Mycobacterium tuberculosis	A15.7	Primary respiratory tuberculosis	D014376
373576009	Infection due to Mycobacterium tuberculosis	A15.9	Respiratory tuberculosis unspecified	D014376
373578005	Infection due to Mycobacterium paratuberculosis	A31.8	Other mycobacterial infections	D010283
373587001	Chiari malformation type II	Q07.02	Arnold-Chiari syndrome with hydrocephalus	D001139
373587001	Chiari malformation type II	Q07.00	Arnold-Chiari syndrome without spina bifida or hydrocephalus	D001139
37481009	Anterior tongue taste disorder	R43.8	Other disturbances of smell and taste	D013651
3755001	Pityriasis rubra pilaris	L60.3	Nail dystrophy	D010916
37660004	Subdural abscess	G06.1	Intraspinal abscess and granuloma	D013354
37660004	Subdural abscess	G06.0	Intracranial abscess and granuloma	D013354
37660004	Subdural abscess	G06.2	Extradural and subdural abscess, unspecified	D013354
37732008	Cluttering	R48.0	Dyslexia and alexia	D013064
378007	Morquio syndrome	H18.59	Other hereditary corneal dystrophies	D009085
378007	Morquio syndrome	H18.59	Other hereditary corneal dystrophies	D010009
37831005	Gastrointestinal fistula	K31.6	Fistula of stomach and duodenum	D016154
37869000	Chilblains	T69.1XX?	Chilblains, episode of care unspecified	D002647
37936001	Gradenigo's syndrome	H66.009	Acute suppurative otitis media without spontaneous rupture of ear drum, unspecified ear	D059270
37941009	Rumination disorder	F98.21	Rumination disorder of infancy	D019959
37991008	Parinaud's syndrome	H51.0	Palsy (spasm) of conjugate gaze	D015835
38049006	Incomplete breech presentation	O32.8XX0	Maternal care for other malpresentation of fetus, not applicable or unspecified	D001946
38086007	Laryngomalacia	Q31.5	Congenital laryngomalacia	D055092
38086007	Laryngomalacia	Q32.0	Congenital tracheomalacia	D055092
38101003	Hypermetropia	H52.00	Hypermetropia, unspecified eye	D006956
38106008	Crohn's disease of ileum	K50.00	Crohn's disease of small intestine without complications	D003424
38160000	Abnormal voice	R49.9	Unspecified voice and resonance disorder	D014832
38206000	Exceptionally large at birth	P08.0	Exceptionally large newborn baby	D005320
38279006	Tuberculosis of bone	A18.03	Tuberculosis of other bones	D014394
38280009	Hematometra	N71.9	Inflammatory disease of uterus, unspecified	D014592
38280009	Hematometra	N71.9	Inflammatory disease of uterus, unspecified	D006409
38281008	Benign neonatal convulsions	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D020936
38281008	Benign neonatal convulsions	P90	Convulsions of newborn	D020936
3830001	Subcutaneous emphysema	T81.82X?	Emphysema (subcutaneous) resulting from a procedure, episode of care unspecified	D013352
3830001	Subcutaneous emphysema	T79.7XX?	Traumatic subcutaneous emphysema, episode of care unspecified	D013352
3830001	Subcutaneous emphysema	P25.0	Interstitial emphysema originating in the perinatal period	D013352
38341003	Hypertensive disorder	P29.2	Neonatal hypertension	D006973
38342005	Toxic effect of lead compound	T56.0X4?	Toxic effect of lead and its compounds, undetermined, episode of care unspecified	D007855
38394007	Chronic purulent otitis media	H66.20	Chronic atticoantral suppurative otitis media, unspecified ear	D010035
38394007	Chronic purulent otitis media	H66.10	Chronic tubotympanic suppurative otitis media, unspecified	D010035
38394007	Chronic purulent otitis media	H66.3X9	Other chronic suppurative otitis media, unspecified ear	D010035
38394007	Chronic purulent otitis media	H72.10	Attic perforation of tympanic membrane, unspecified ear	D010035
38428003	Upper brachial plexus neuropathy	S14.3XX?	Injury of brachial plexus, episode of care unspecified	D020516
38428003	Upper brachial plexus neuropathy	S14.3XX?	Injury of brachial plexus, episode of care unspecified	D020516
38428003	Upper brachial plexus neuropathy	P14.0	Erb's paralysis due to birth injury	D020516
38428003	Upper brachial plexus neuropathy	S11.90X?	Unspecified open wound of unspecified part of neck, episode of care unspecified	D020516
38428003	Upper brachial plexus neuropathy	D36.10	Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified	D020516
38539003	Infection by Onchocerca volvulus	B73.1	Onchocerciasis without eye disease	D009855
385482004	Osteogenesis imperfecta type I	Q13.5	Blue sclera	D010013
385482004	Osteogenesis imperfecta type I	Q13.5	Blue sclera	D010013
385486001	Postoperative complication	T81.9XXS	Unspecified complication of procedure, sequela	D011183
385494008	Hematoma	M79.81	Nontraumatic hematoma of soft tissue	D006406
38577009	Effects of lightning	T75.09X?	Other effects of lightning, episode of care unspecified	D015168
38577009	Effects of lightning	T75.09X?	Other effects of lightning, episode of care unspecified	D015168
38577009	Effects of lightning	T75.09X?	Other effects of lightning, episode of care unspecified	D015168
38577009	Effects of lightning	T75.01X?	Shock due to being struck by lightning, episode of care unspecified	D015168
38577009	Effects of lightning	T75.00X?	Unspecified effects of lightning, episode of care unspecified	D015168
38577009	Effects of lightning	R29.818	Other symptoms and signs involving the nervous system	D015168
38577009	Effects of lightning	S05.90X?	Unspecified injury of unspecified eye and orbit, episode of care unspecified	D015168
386207004	Temporomandibular joint-pain-dysfunction syndrome	M26.629	Arthralgia of temporomandibular joint, unspecified side	D013706
386661006	Fever	P81.9	Disturbance of temperature regulation of newborn, unspecified	D005334
386689009	Hypothermia	P80.9	Hypothermia of newborn, unspecified	D007035
386689009	Hypothermia	T68.XXX?	Hypothermia, episode of care unspecified	D007035
386692008	Menorrhagia	N92.2	Excessive menstruation at puberty	D008595
386692008	Menorrhagia	N93.8	Other specified abnormal uterine and vaginal bleeding	D008595
386692008	Menorrhagia	N92.2	Excessive menstruation at puberty	D008595
386762009	Corpus luteum cyst	N83.10	Corpus luteum cyst of ovary, unspecified side	D010048
386763004	Luteal cystic ovary disease	N83.00	Follicular cyst of ovary, unspecified side	D010048
386763004	Luteal cystic ovary disease	N83.10	Corpus luteum cyst of ovary, unspecified side	D010048
386808001	Phobia	F40.8	Other phobic anxiety disorders	D010698
386810004	Phobic disorder	F40.8	Other phobic anxiety disorders	D010698
38682008	Progressive pigmentary dermatosis	L81.7	Pigmented purpuric dermatosis	D010859
38692000	Lipid proteinosis	E78.89	Other lipoprotein metabolism disorders	D008065
38742007	Central retinal artery occlusion	H34.10	Central retinal artery occlusion, unspecified eye	D015356
387637008	Effusion of joint	M25.40	Effusion, unspecified joint	D006833
387705004	Hemolytic disease of fetus OR newborn due to isoimmunization	P55.8	Other hemolytic diseases of newborn	D004899
387732009	Becker muscular dystrophy	G71.01	Duchenne or Becker muscular dystrophy	D020388
38774000	Pectus carinatum	M95.4	Acquired deformity of chest and rib	D066166
38774000	Pectus carinatum	Q74.8	Other specified congenital malformations of limb(s)	D066166
387742006	Amblyopia	H53.009	Unspecified amblyopia, unspecified eye	D000550
387754006	Amebic dysentery	A06.0	Acute amebic dysentery	D000562
387754006	Amebic dysentery	A06.0	Acute amebic dysentery	D004404
387778001	Purpuric disorder	P54.5	Neonatal cutaneous hemorrhage	D011693
387800004	Cervical spondylosis	M47.12	Other spondylosis with myelopathy, cervical region	D055009
387800004	Cervical spondylosis	M47.812	Spondylosis without myelopathy or radiculopathy, cervical region	D055009
387802007	Thoracic spondylosis	M47.814	Spondylosis without myelopathy or radiculopathy, thoracic region	D055009
387837005	Neoplasm of soft tissue	D49.2	Neoplasm of unspecified behavior of bone, soft tissue, and skin	D012983
387842002	Neoplasm of heart	D49.89	Neoplasm of unspecified behavior of other specified sites	D006338
387922007	Neoplasm of endocrine gland	D49.7	Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system	D004701
387927001	Neoplasm of endocrine system	D49.7	Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system	D004701
38822007	Cystitis	N30.90	Cystitis, unspecified without hematuria	D003556
38831007	Splenosis	D73.89	Other diseases of spleen	D017890
38847009	XXXXY syndrome	Q98.1	Klinefelter syndrome, male with more than two X chromosomes	D007713
388980004	Third cranial nerve weakness	H49.00	Third [oculomotor] nerve palsy, unspecified eye	D015840
38898003	Xanthogranulomatous pyelonephritis	N11.8	Other chronic tubulo-interstitial nephritis	D011705
38907003	Varicella	B01.89	Other varicella complications	D002644
38907003	Varicella	P35.8	Other congenital viral diseases	D002644
38907003	Varicella	B01.89	Other varicella complications	D002644
38907003	Varicella	P35.8	Other congenital viral diseases	D002644
389088001	Hypoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	O03.89	Complete or unspecified spontaneous abortion with other complications	D002534
389089009	Anoxia of brain	O08.89	Other complications following an ectopic and molar pregnancy	D002534
389089009	Anoxia of brain	O74.3	Central nervous system complications of anesthesia during labor and delivery	D002534
389089009	Anoxia of brain	O04.89	(Induced) termination of pregnancy with other complications	D002534
389089009	Anoxia of brain	O07.39	Failed attempted termination of pregnancy with other complications	D002534
389089009	Anoxia of brain	O75.4	Other complications of obstetric surgery and procedures	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389089009	Anoxia of brain	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389098007	Anoxic encephalopathy	G97.82	Other postprocedural complications and disorders of nervous system	D002534
389098007	Anoxic encephalopathy	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389098007	Anoxic encephalopathy	G93.1	Anoxic brain damage, not elsewhere classified	D002534
389100007	Ischemic encephalopathy	G93.1	Anoxic brain damage, not elsewhere classified	D002545
389101006	Anoxic-ischemic encephalopathy	G93.1	Anoxic brain damage, not elsewhere classified	D020925
38941006	Neuroleptic-induced tardive dyskinesia	T43.505?	Adverse effect of unspecified antipsychotics and neuroleptics, episode of care unspecified	D004409
38941006	Neuroleptic-induced tardive dyskinesia	T43.505?	Adverse effect of unspecified antipsychotics and neuroleptics, episode of care unspecified	D000071057
38950008	Central scotoma	H53.419	Scotoma involving central area, unspecified eye	D012607
39011001	Hemosiderosis	E83.19	Other disorders of iron metabolism	D006486
39058009	Diabetic lumbosacral radiculoplexus neuropathy	E10.44	Type 1 diabetes mellitus with diabetic amyotrophy	D003929
39058009	Diabetic lumbosacral radiculoplexus neuropathy	E11.44	Type 2 diabetes mellitus with diabetic amyotrophy	D003929
390936003	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	R90.82	White matter disease, unspecified	D046589
390936003	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	I77.9	Disorder of arteries and arterioles, unspecified	D046589
390936003	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	G93.49	Other encephalopathy	D046589
39127005	Symmetric proximal motor neuropathy with diabetes mellitus	E11.42	Type 2 diabetes mellitus with diabetic polyneuropathy	D003929
39134007	Hematomyelia	G95.89	Other specified diseases of spinal cord	D020758
39179006	Disorder of sexual differentiation	E25.8	Other adrenogenital disorders	D012734
39194005	Visual epilepsy	G40.802	Other epilepsy, not intractable, without status epilepticus	D012640
391986001	Acquired pectus excavatum	M95.4	Acquired deformity of chest and rib	D005660
392291006	Angle-closure glaucoma	H40.20X0	Unspecified primary angle-closure glaucoma, stage unspecified	D015812
392481002	Chandler syndrome	H18.899	Other specified disorders of cornea, unspecified eye	D057129
392481002	Chandler syndrome	H21.269	Iris atrophy (essential) (progressive), unspecified eye	D057129
3928002	Zika virus disease	P35.4	Congenital Zika virus disease	D000071243
39288006	Purulent otitis media	H66.42	Suppurative otitis media, unspecified, left ear	D010035
39288006	Purulent otitis media	H66.41	Suppurative otitis media, unspecified, right ear	D010035
39288006	Purulent otitis media	H66.3X9	Other chronic suppurative otitis media, unspecified ear	D010035
39288006	Purulent otitis media	H66.20	Chronic atticoantral suppurative otitis media, unspecified ear	D010035
39288006	Purulent otitis media	H66.10	Chronic tubotympanic suppurative otitis media, unspecified	D010035
39288006	Purulent otitis media	H72.10	Attic perforation of tympanic membrane, unspecified ear	D010035
39355002	Hypernatremia	P74.21	Hypernatremia of newborn	D006955
393563007	Glioblastoma multiforme	C72.9	Malignant neoplasm of central nervous system, unspecified	D005909
393563007	Glioblastoma multiforme	C71.1	Malignant neoplasm of frontal lobe	D005909
393564001	Glioma	C72.9	Malignant neoplasm of central nervous system, unspecified	D005910
39384006	Muscular incoordination	J39.2	Other diseases of pharynx	D001259
39384006	Muscular incoordination	R27.8	Other lack of coordination	D001259
39419009	Hypovolemic shock	T81.19X?	Other postprocedural shock, episode of care unspecified	D012769
39423001	Stuttering	F98.5	Adult onset fluency disorder	D013342
3944006	Placental sulfatase deficiency	O43.899	Other placental disorders, unspecified trimester	D016114
394616008	Unsteady gait	R26.81	Unsteadiness on feet	D020233
394659003	Acute coronary syndrome	I24.9	Acute ischemic heart disease, unspecified	D054058
395502002	Neoplasm of optic nerve and sheath	D49.7	Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system	D019574
395505000	Neoplasm of optic nerve	D49.7	Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system	D019574
39579001	Anaphylaxis	T78.2XX?	Anaphylactic shock, unspecified, episode of care unspecified	D000707
396230008	Dermatomyositis	M33.00	Juvenile dermatomyositis, organ involvement unspecified	D003882
396230008	Dermatomyositis	M33.92	Dermatopolymyositis, unspecified with myopathy	D003882
396230008	Dermatomyositis	M33.10	Other dermatomyositis, organ involvement unspecified	D003882
396230008	Dermatomyositis	D49.9	Neoplasm of unspecified behavior of unspecified site	D003882
396230008	Dermatomyositis	M33.10	Other dermatomyositis, organ involvement unspecified	D003882
396230008	Dermatomyositis	G72.0	Drug-induced myopathy	D003882
396230008	Dermatomyositis	M33.10	Other dermatomyositis, organ involvement unspecified	D003882
396230008	Dermatomyositis	M33.01	Juvenile dermatomyositis with respiratory involvement	D003882
396230008	Dermatomyositis	M33.00	Juvenile dermatomyositis, organ involvement unspecified	D003882
396230008	Dermatomyositis	M36.0	Dermato(poly)myositis in neoplastic disease	D003882
396230008	Dermatomyositis	T50.905?	Adverse effect of unspecified drugs, medicaments and biological substances, episode of care unspecified	D003882
396331005	Celiac disease	K63.3	Ulcer of intestine	D002446
396331005	Celiac disease	G93.89	Other specified disorders of brain	D002446
396343006	Funisitis	P38.9	Omphalitis without hemorrhage	D002821
396343006	Funisitis	O36.8990	Maternal care for other specified fetal problems, unspecified trimester, not applicable or unspecified	D002821
396343006	Funisitis	P02.69	Newborn affected by other conditions of umbilical cord	D002821
396343006	Funisitis	B95.8	Unspecified staphylococcus as the cause of diseases classified elsewhere	D002821
396343006	Funisitis	B95.5	Unspecified streptococcus as the cause of diseases classified elsewhere	D002821
396347007	Umbilical hernia	K42.9	Umbilical hernia without obstruction or gangrene	D006554
39640004	Minamata disease	T56.1X1?	Toxic effect of mercury and its compounds, accidental (unintentional), episode of care unspecified	D020262
39659002	Anhidrosis	L74.8	Other eccrine sweat disorders	D007007
39659002	Anhidrosis	T67.3XX?	Heat exhaustion, anhydrotic, episode of care unspecified	D007007
39672001	Olfactory hallucinations	R44.2	Other hallucinations	D006212
397181002	Open fracture	T14.8XX?	Other injury of unspecified body region, episode of care unspecified	D005597
397434007	Infection due to Corynebacterium	A49.8	Other bacterial infections of unspecified site	D003354
39745004	Chronic progressive epilepsia partialis continua	G40.101	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus	D017036
397513003	Hordeolum	H00.019	Hordeolum externum unspecified eye, unspecified eyelid	D006726
397540003	Visual impairment	H54.7	Unspecified visual loss	D014786
39755000	Curling's ulcers	K27.3	Acute peptic ulcer, site unspecified, without hemorrhage or perforation	D004381
397696004	Antibiotic enterocolitis	K52.1	Toxic gastroenteritis and colitis	D004761
397696004	Antibiotic enterocolitis	T36.95X?	Adverse effect of unspecified systemic antibiotic, episode of care unspecified	D004761
397732007	Neurogenic dysfunction of the urinary bladder	N31.9	Neuromuscular dysfunction of bladder, unspecified	D001750
397763006	Human immunodeficiency virus encephalopathy	G94	Other disorders of brain in diseases classified elsewhere	D015526
397768002	Cold panniculitis	P96.89	Other specified conditions originating in the perinatal period	D015434
397776000	Festinating gait	R26.89	Other abnormalities of gait and mobility	D020233
39778006	Hemolytic transfusion reaction	T80.910?	Acute hemolytic transfusion reaction, unspecified incompatibility, episode of care unspecified	D065227
39778006	Hemolytic transfusion reaction	T80.911?	Delayed hemolytic transfusion reaction, unspecified incompatibility, episode of care unspecified	D065227
39778006	Hemolytic transfusion reaction	T80.89X?	Other complications following infusion, transfusion and therapeutic injection, episode of care unspecified	D065227
397825006	Gastric ulcer	K25.9	Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation	D013276
397828008	Median neuropathy	G56.10	Other lesions of median nerve, unspecified upper limb	D020423
397829000	Asystole	P29.81	Cardiac arrest of newborn	D006323
397829000	Asystole	I46.9	Cardiac arrest, cause unspecified	D006323
397845003	Granulomatous rosacea	L71.8	Other rosacea	D012393
397928009	Infantile paralysis	A80.30	Acute paralytic poliomyelitis, unspecified	D011051
397974008	Hypesthesia	R20.1	Hypoesthesia of skin	D006987
397996002	Injury due to explosion	T14.8XX?	Other injury of unspecified body region, episode of care unspecified	D001753
397996002	Injury due to explosion	W40.9XX?	Explosion of unspecified explosive materials, episode of care unspecified	D001753
398021003	Connective tissue disease overlap syndrome	M33.10	Other dermatomyositis, organ involvement unspecified	D008947
398021003	Connective tissue disease overlap syndrome	M35.9	Systemic involvement of connective tissue, unspecified	D008947
398021003	Connective tissue disease overlap syndrome	M32.10	Systemic lupus erythematosus, organ or system involvement unspecified	D008947
398022005	Vaginal wall prolapse	N81.10	Cystocele, unspecified	D014596
398026008	Reduced sensation of skin	R20.1	Hypoesthesia of skin	D006987
398028009	Halo nevus	D23.9	Other benign neoplasm of skin, unspecified	D055882
398049005	Mixed collagen vascular disease	M32.10	Systemic lupus erythematosus, organ or system involvement unspecified	D008947
398049005	Mixed collagen vascular disease	M35.9	Systemic involvement of connective tissue, unspecified	D008947
398050005	Diverticular disease of colon	K57.20	Diverticulitis of large intestine with perforation and abscess without bleeding	D043963
398050005	Diverticular disease of colon	K57.20	Diverticulitis of large intestine with perforation and abscess without bleeding	D043963
398064005	Neurogenic bladder	N31.9	Neuromuscular dysfunction of bladder, unspecified	D001750
398151007	Decreased muscle tone	R19.8	Other specified symptoms and signs involving the digestive system and abdomen	D009123
398151007	Decreased muscle tone	R29.898	Other symptoms and signs involving the musculoskeletal system	D009123
398152000	Poor muscle tone	R29.898	Other symptoms and signs involving the musculoskeletal system	D009123
398218008	Accelerating gait	R26.89	Other abnormalities of gait and mobility	D020233
398254007	Pre-eclampsia	O14.00	Mild to moderate pre-eclampsia, unspecified trimester	D011225
398254007	Pre-eclampsia	O14.10	Severe pre-eclampsia, unspecified trimester	D011225
398254007	Pre-eclampsia	O11.9	Pre-existing hypertension with pre-eclampsia, unspecified trimester	D011225
398254007	Pre-eclampsia	O14.20	HELLP syndrome (HELLP), unspecified trimester	D011225
398254007	Pre-eclampsia	Z37.9	Outcome of delivery, unspecified	D011225
398254007	Pre-eclampsia	O99.89	Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium	D011225
398254007	Pre-eclampsia	O99.89	Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium	D011225
398254007	Pre-eclampsia	Z37.9	Outcome of delivery, unspecified	D011225
398264003	Acute hemorrhagic conjunctivitis	B30.3	Acute epidemic hemorrhagic conjunctivitis (enteroviral)	D003232
398273006	Epidemic hemorrhagic conjunctivitis	B30.3	Acute epidemic hemorrhagic conjunctivitis (enteroviral)	D003232
398274000	Coronary artery thrombosis	I74.8	Embolism and thrombosis of other arteries	D003328
